Student ID,Group 01,Group 02,Group 03,Group 04,Group 05,Group 06,Group 07,Group 08,Group 09,Group 10,Group 11,Group 12,Group 13,Group 14,Group 15,Group 16,Group 17,Group 18,Group 19,Group 20
2002 Aug,268.3,111.7,92.4,89,58.3,10.2,11.8,342.7,14.7,9.1,16.3,36.6,28.5,18,21,16.5,10.2,98.9,59.3,101.6
2002 Sep,272.3,95.4,94.3,79.7,58.3,9.3,9.9,305.6,14.5,8.6,16.3,31.4,28.5,17.6,21,16.5,9.5,89.1,57.5,104.5
2002 Oct,251,85.5,104.8,81.8,57.3,9.3,9.5,296.1,12.8,9,17.8,30.7,32.6,17.6,23.3,17.7,9.3,110.6,71.8,118
2002 Nov,249.8,90.2,102.6,77.1,55.7,9.7,9.9,294.3,13.3,9.7,18.5,30.5,35.9,19.4,23.8,17.9,11.9,110,73.6,121
2002 Dec,289.3,110.2,120.5,108.4,70.4,13.7,12.8,386,17.3,11,18.8,41.6,50.4,20.5,24.4,21.1,18,124,66.2,135.3
2003 Jan,241.6,88.6,97.9,73.9,59.1,10.1,9.9,301.2,11.7,8.6,18.4,36.3,31.4,15.9,19.6,16,10.6,93.9,64.7,111.4
2003 Feb,220.6,86.8,88.3,69.2,46.4,10.7,11.1,279.4,10.8,8.4,17.6,32.1,26.6,15.2,20.6,14.2,9.2,86.8,55,96.9
2003 Mar,235.7,96.6,95.5,68.7,47.9,10.2,11.6,290.1,12.5,9.2,19.2,29.7,33.3,17.6,24.1,15.9,11,99.5,57.4,107.2
2003 Apr,216.9,86.4,96.5,62.3,47.1,10.3,9.3,267.6,12.9,8.8,18.8,29.3,35.1,16.3,24,16,11.8,94.8,60.3,100.4
2003 May,212.1,90.8,98.7,67.1,51,10.3,10.2,286.5,14.5,8.8,19.9,31.6,36.5,18.3,25.7,17.4,11.1,94,71.1,103.5
2003 Jun,203.5,87.2,95,62.1,51.8,9.6,9.8,273.2,13.8,8.6,20.7,30.3,35.3,18.8,25.3,16.6,10.8,84.9,67.9,97.6
2003 Jul,232.7,105.4,104.6,66,63.6,13.5,11.5,317.3,14.7,8.4,21,34.2,32.3,18.1,26.1,16,9.7,95,78.1,105.2
2003 Aug,228.2,110.4,106.3,65.2,65.5,13.7,11.2,327.5,15.7,8.5,20,39.6,30.1,18.6,26.1,15.9,9.6,100.8,75.1,114.7
2003 Sep,223.8,108.9,109.4,64.3,66.2,13.7,10.1,319.1,16,8.7,19.3,33.9,29.8,19.7,25.7,15.2,9.9,98.2,73,121.3
2003 Oct,240.7,101.7,111.7,67.7,73,13.2,9.7,324.4,14.7,9.1,21.6,35.1,37.7,20.9,22.4,16.3,10.2,100.7,82.4,142.6
2003 Nov,242.7,109.5,108.2,69.1,73.1,13.3,9.7,334.8,15.1,9.5,20.9,35.7,39.9,23.1,22.1,15.4,11.2,98.4,81,146.5
2003 Dec,263.7,136.1,125.9,98.3,95.5,18.3,14.2,448.8,18.2,10.2,22,49.2,55,26.7,21.6,19.4,17.5,109.8,79.9,161.5
2004 Jan,231.3,92.3,122,68.3,75.8,13.7,8.6,327.1,14,8.2,19.4,40.5,34.6,19.8,14.8,14.7,10.9,107.3,76.3,129.4
2004 Feb,215.4,91.9,114.6,69.2,65.4,15.2,10.1,316.4,13.3,8.3,17.3,37.5,29.3,17.4,18.8,14.3,10.1,98.2,63.1,112.8
2004 Mar,228.6,109.2,117.3,75.3,65.7,13.4,9.7,340.5,15.4,8.5,19.5,37.6,34.6,20.4,18.9,16.4,11.1,104.2,70.2,127.6
2004 Apr,234.5,93.8,126.4,69.6,70.1,13.2,8.6,318.9,14.7,8.4,17.8,34.1,39.3,19.6,18.8,16.7,12.5,105.1,73.4,124.4
2004 May,221.4,100.6,121.1,68.7,73.2,13.4,8.9,327.9,13.8,8.3,19.5,34.7,39.4,20.4,20.1,16.7,11.1,101.4,73.8,127.2
2004 Jun,218.5,95.4,120.9,66.7,72.7,13.1,8.8,320.3,14.3,7.9,19.7,36.3,39.9,21.3,19.8,16.7,11.6,96.9,90.9,122
2004 Jul,224.6,103.1,119.5,71.3,80.1,15.2,11,352.9,14.9,8.7,19.3,38.9,37.3,22.2,20.4,17.8,10.6,112.4,94.1,134.6
2004 Aug,228.2,101,116.7,72.2,79.1,14.6,10,346.6,14.5,8.7,19.2,39.2,35.3,20.4,18.8,16.7,10.5,107.1,83.7,129.5
2004 Sep,226.1,99.3,118.7,74.4,76.3,14.9,8.8,343.9,14.4,8.8,19,40.6,38.5,21.5,18.5,17.9,11,115.8,88.3,146.8
2004 Oct,236.4,97,132,72.5,78.1,14.2,8.3,337.5,14.6,8.7,23.2,37.5,43.2,22.2,20.9,19.6,9.1,114.5,101.8,155.1
2004 Nov,248.1,102.6,130.2,74.2,76.9,13.8,8.4,348.7,15.4,9,21.4,41.3,42.2,24,18.2,19.2,10.9,116.7,96.7,155.4
2004 Dec,296.5,142.2,154,103.2,103,17.6,11.5,480,17.5,10.2,21.1,53.9,61.5,27.4,18.7,23,17.6,121.8,102,191.7
2005 Jan,239.3,103.2,131.7,70.9,85.1,14.2,8.8,359.3,11.6,8.1,22,47.6,38.2,21.6,15.2,16.8,10.8,95.1,91,145.4
2005 Feb,225.1,99.6,125.7,63.1,79.5,14.4,10.4,341.7,11.8,7.8,21.1,42.5,31.5,20,14.1,15.2,10.4,103.7,86.8,124.4
2005 Mar,247.7,101.7,143.6,64.7,78.3,14,9.2,344.6,13.1,9,22.1,43.2,37.8,21.2,14.7,16.5,11.9,108.3,90.6,133.5
2005 Apr,244.5,94.6,143.2,65.6,78.6,12.8,8.8,337.2,14,10,20.5,45.2,38.9,23.6,18.1,14.8,13.7,112.6,94,128.2
2005 May,242.9,96.4,119.6,68.1,81.5,13.1,8.8,343.6,13.7,10.4,21.6,44.4,41.1,23.5,17.8,15.1,12.8,114,99,126.7
2005 Jun,238.6,93.1,116.4,67.2,76.8,12.8,8.2,334,13.5,10.3,23.8,44.9,42.4,24.2,17.3,14.5,13.3,111.2,94.7,117.3
2005 Jul,245.9,99,120.6,72.4,81.2,15.1,11.3,361.8,16.5,5.7,27,44.9,38.5,25.6,17.2,17.3,11.7,115.3,106.4,135.1
2005 Aug,251.9,96.1,123.4,75.3,83.3,14.8,10.2,358,16.9,6.5,27.7,46.2,35.2,26.9,15,17.4,11.4,115.3,103.9,142.4
2005 Sep,246.8,94,129.2,74.2,82.6,14.7,9.5,351.9,16.9,6.8,24.8,45.9,38.1,27.3,14.4,16.7,12.6,119.8,94.9,146.3
2005 Oct,267.2,91.9,134.7,72.8,75.6,16,8,336.4,14.5,6.4,28.5,42.1,43.6,27.3,14.5,19,11.5,122.5,106.8,162.2
2005 Nov,271.7,96,132.8,78.4,79.4,16.8,8.2,357.9,15.3,6.4,28.6,47.4,45.2,27.9,13.4,20.6,14.1,123.4,107.8,173.6
2005 Dec,316,127.3,163.6,108.7,97.5,24.1,10.9,477.3,17.8,7.4,30.2,63.6,60.5,31.4,13.6,26.8,20.3,129,117.8,199.5
2006 Jan,287,86.7,129.6,74.5,77.3,16.3,7.8,341.4,14,5.4,28.1,48.6,40.7,24,10.8,22.8,13.5,106,96.5,151.5
2006 Feb,265.7,85.8,131,65.9,70.7,15.7,9.8,320.9,14.4,5.4,24.2,40.7,34.1,23.4,11.2,21.9,13.7,105.5,92.3,136.7
2006 Mar,291.5,93.9,144.1,68.6,69.7,16.5,9.3,333.8,16.1,5.7,25.5,40.9,40.1,26.4,12.7,25,15,117.7,98.3,145
2006 Apr,268.2,81.1,143.4,66.2,69.8,14.6,8.4,306.7,13.8,5.7,25.3,35.9,47.1,23.3,13.2,22,15.3,120.3,97.3,147.3
2006 May,261.7,94.5,147,69.3,69.1,13.8,8.6,322.6,14.5,5.6,28.1,35.5,44.7,26.1,14.7,24.9,14.4,129.3,106.6,141
2006 Jun,253.6,93.8,138.2,67.8,68.9,13,8.3,318.9,14.1,5.7,30.1,35.8,43.6,27.7,12.6,24.4,13.6,121.8,103.4,140.4
2006 Jul,264.8,95.3,124.3,65.8,72.4,16.5,10.6,327.7,14.5,7.2,29.2,35.2,40.1,24.3,13.6,25.8,13.8,129.3,116.5,146
2006 Aug,273.6,99.2,127.8,67.2,74.6,16.6,9.1,335.1,14.7,7.5,29.7,36.2,40.5,27.4,14.9,26.8,14.3,129.5,113.6,151.3
2006 Sep,269.1,92.1,127.6,65,73.8,17,8.3,320,14.1,7,30,36.1,40.5,27.1,15.1,26.9,15.6,125.2,118.3,158.8
2006 Oct,289.6,91.5,145.1,70.6,82.6,15.5,9,332.3,13.9,8.4,27.5,34.3,49.8,28.1,22,27.7,16,137.9,117.3,174.6
2006 Nov,289.6,97.5,146.6,76,88.2,16.4,9.6,356.7,14,8.7,30.4,38.4,50.6,28.8,18.2,29,16.7,137,120.4,167.8
2006 Dec,341.9,119.4,171.5,107.7,111,22.3,13,466.7,14.3,9.5,32.4,50.6,71.3,33.5,21.1,35,23.5,146.5,126.3,196.7
2007 Jan,304.6,87.1,151.5,74.3,77,15.8,10.6,333.9,11.2,7.8,25.4,43.5,45,26,16.1,24.9,15.4,132.3,104.3,157.3
2007 Feb,288.8,79.7,145.5,71.9,74.8,16.2,11.2,317.1,11.1,7.9,24.5,34.3,39.3,24.2,16.6,22.7,14.9,130.3,88.7,140.7
2007 Mar,311.3,95.4,153.8,78.2,77.8,16.3,12.9,346,12.5,8.9,27.1,35.5,50.8,26.1,18.9,25.4,16.7,145.3,99.5,147
2007 Apr,307.1,79.4,168.4,68.9,75.6,15.2,10.7,304.7,11.5,9.8,22.1,30.6,47.1,25.7,20.3,22.6,15.9,144.6,93.1,139.9
2007 May,304,80.7,165.2,72.4,81.7,16.1,10.8,321,12.6,10.1,24.3,33.4,51.1,29.6,23.9,24.3,15.9,148.5,103,141.9
2007 Jun,279.5,78.3,167.5,70.2,79.3,15.3,10.2,309.6,11.7,10.1,25.9,31.8,50.1,30.2,23.3,22.3,16.1,137.3,109.3,138.9
2007 Jul,300.1,89.7,175,75.4,82.5,16.6,12.5,343.3,12.3,9.1,20.5,36.9,50.7,28.2,23.7,23.7,13.6,142.3,94,137.8
2007 Aug,308.5,91.8,174.1,78.4,78.6,17.2,10,338.8,13.3,9.6,23.9,35.8,47.1,28.9,25.8,23.8,13.9,146.7,96.7,142.2
2007 Sep,296.2,84.6,171.3,75.6,71.8,15.6,10.2,316.4,12.1,9.5,23.8,35.6,49.8,27.7,24.3,22,13.7,146.7,99.9,153.7
2007 Oct,276.8,93.9,186.9,94.8,91.3,11.3,10.5,366.6,17.4,12.6,21.8,44.2,54.7,31.7,25.7,21.1,15.8,143.3,93,175.4
2007 Nov,272,95.5,181.3,101.8,97.6,11.6,11,384.6,16.3,12.4,21.1,45.4,56.1,31.8,25.2,23.4,18.6,153,95.8,173.8
2007 Dec,322.6,124.1,220.8,145.1,112.8,15.3,15.2,506.9,19,13.2,22.2,61.9,77.3,34.7,26.4,25.7,23.6,159.2,102.1,193.2
2008 Jan,239.7,97.2,170.2,96.1,102.8,11.7,9.7,385.8,14.2,10.7,19.4,45.5,50,28.7,22.6,23.7,15.6,127.6,87.7,138.8
2008 Feb,229.9,102.1,171.9,84.4,99.8,11.6,12.9,381.4,14.5,11.3,18.5,46,42.3,29.1,27.6,22.9,15.4,126,79,126.3
2008 Mar,241.3,103.2,176.3,81,95.9,11.7,11.6,376.3,15.1,11.7,17.8,48.2,49.2,27.6,25.1,22.8,17.4,135.4,82.3,134.5
2008 Apr,223.8,96.5,169.9,77.7,93.2,12.6,10.2,362.1,14.8,11.7,17.2,51.8,52.9,28.1,24.3,21.3,16.9,146.6,81.4,119.4
2008 May,234.7,100.7,170.8,80.5,102.6,12.9,10.9,383.9,15.9,12.3,17.9,54.6,49.5,31,25.8,23.6,15.9,149,84.1,119.8
2008 Jun,221.4,90.4,161.8,73.9,95.7,12.7,10.3,354.4,14.5,11.5,18.6,51.7,45.2,30.8,24.1,20.4,15,142.5,81.9,116.6
2008 Jul,238,103.5,174,82.3,112,15.5,12,405.6,15.5,11.2,17.3,57.1,45.5,28.9,24.4,21.3,14.6,149.4,84.4,124.1
2008 Aug,250,102.9,179.7,83.2,111.6,15.9,10.8,399.3,15.6,11.2,18.6,53,42.6,29.3,25.5,20.8,14.3,145.6,80.8,129.8
2008 Sep,243.7,98.2,183.2,83,108.3,15,10.1,384.7,15.2,10.8,16.9,50.5,41.6,29.1,23.6,18.9,15,144.3,75.5,133.6
2008 Oct,250.6,96.6,193.9,88.3,111.2,15.3,9.8,387,14.7,11.7,18.2,45.9,48.4,31.2,28.2,19.4,15.5,147.4,82.2,147.2
2008 Nov,254.7,96.1,191.5,91,112.4,16.3,9.7,389.3,13.3,11.3,18.4,44.7,49.4,30.7,27.1,18.6,16.9,141.7,81.6,147.7
2008 Dec,320.6,126.6,247.8,139.9,145.3,23.3,14.2,538.3,19.7,12.8,20.7,59.5,74.3,34,27.4,28.7,24,140.5,100.9,181
2009 Jan,236.1,96.3,165.5,92.6,105,16,8.5,388.5,11.4,10.6,19.5,51.1,52.6,26.6,25.5,20.9,15.2,128.7,88.2,136.9
2009 Feb,222.5,99.5,168,79.8,96.3,16.9,11.6,363.2,8.7,10.9,17.9,38.8,41.1,23.3,28.6,20.2,13.9,127.7,76.7,110.2
2009 Mar,243.3,106.6,189.8,84.6,97.2,15.6,10.7,375,9.7,11.1,19.5,37.7,54.5,25.4,30.8,22.6,18.2,141.8,79.6,121.8
2009 Apr,241.6,85.2,200,73.8,84.8,14.2,9.2,322.8,11,11.4,18,34.8,58.6,27,29.4,23.1,17.7,146.4,94.9,119.3
2009 May,238.4,89.7,187.9,74.3,90.9,14.2,10,336.6,10.3,11,18.8,36.1,60.2,27,32.7,24.1,16.9,156.1,102.3,121.9
2009 Jun,230.6,88.1,180.2,70.8,89.3,13.7,10.1,329.3,9.4,10.5,20.9,36.3,52.3,28.9,30.8,23.6,14.3,142.8,109.9,111
2009 Jul,237.1,90.2,177.6,76.7,83.3,15.5,13,346.3,10.9,11.1,18.3,39.6,53.1,27.7,33.9,24.9,13.8,146.4,117.7,105.6
2009 Aug,245.2,93.9,180.9,70.4,82.5,13.3,10.8,337.1,11,11.3,18.2,39.4,51.7,28.5,34.1,24,12.8,138.7,113.5,109.2
2009 Sep,241,85.8,185.4,69.2,82.1,14.9,9.6,325.2,10.8,11,18.6,36.3,51.9,27.5,34.2,23.7,12.7,140.2,117,116
2009 Oct,266.1,87.2,191.3,72.6,92,14.8,9.9,333.8,13.2,9.4,20.9,34.9,58.4,27.4,32.9,30.7,14.6,171.3,125.6,133.8
2009 Nov,275.6,86.2,194.2,72.6,87.4,15.2,10.2,330.2,13.9,10.2,18.5,33.2,56.2,20.3,32.1,31.4,16.6,174.2,127.3,129.2
2009 Dec,342,124.5,274.1,107,119.5,17.4,14.8,471,17.4,12,22.6,49.9,67.5,26,34.5,39.3,22.1,182.5,141.7,134.5
2010 Jan,255.4,87.4,156.6,62.8,113.4,13.5,8.1,373.3,11.9,15.4,20,55.1,66.4,16.2,27.8,22.9,15.1,163.4,115.4,113
2010 Feb,215.5,103.1,149.9,66.9,90.4,16.4,11.2,350.6,11.9,15.7,17,34.5,55.8,18,31.4,24,13.8,161.7,104.1,95.4
2010 Mar,229.6,113.6,170.6,74.2,92,14.2,10,370.5,13.6,17.7,18.2,34.2,74.4,19.5,34.7,27.7,16.3,188.2,102.8,102.5
2010 Apr,214.4,100.3,164.1,82.7,81.1,11.4,8,339,14,18,17.5,28.4,74.4,21,33.9,25.9,16.2,172.6,98.7,105.1
2010 May,224.5,105.4,157.8,84.3,84.2,11.4,9.3,349.2,14.5,19.8,17.2,29.5,77.7,22,35.6,26.3,15.7,180.5,105.5,91.2
2010 Jun,205.6,111.9,152.8,79.6,79.2,11.5,8.8,344.1,14,18.7,21.4,29.2,71.3,22.5,34.5,25.4,15.8,174.6,119.2,82.2
2010 Jul,198.7,125.1,160.9,87.9,78.7,12.4,9.1,365.6,14.4,18,19.4,26.4,73.7,22.9,31.7,27,16.1,188.2,115.9,85.4
2010 Aug,203.3,131.3,157.9,87.1,82.4,11,9.3,375.4,14.2,18.7,20.2,27.7,68.6,24,31.3,27,15.4,192.9,109.6,94.3
2010 Sep,203.2,122.7,163.3,88.6,75.9,11.8,7.9,360.6,13.9,17.8,18.6,28.7,69.4,23.2,31.4,25.4,15.7,192.8,112.2,106.3
2010 Oct,214.4,136,172.3,100.3,79.2,12.1,7.5,386.7,14.6,18,29.3,26.5,77.7,25.3,29.4,30.5,15.4,197.6,134.7,126.2
2010 Nov,201.4,136.1,190,102.9,82.2,12.3,8,397.4,16.6,19.4,30.8,28.1,78.9,26.9,28.3,30.9,16.9,193.6,134.9,121.6
2010 Dec,251.8,188.8,255.3,166.7,108.3,15.6,12.1,573.8,18.7,22.1,31.1,40.4,99.1,28.7,30.4,37.9,24.1,216.5,149.8,134.6
2011 Jan,205.8,145.5,177.8,88.9,83.2,11.5,4.9,413.3,13.8,18.5,30.3,49.1,60.5,19.5,24.4,24.5,15,185.7,118.8,116.7
2011 Feb,194.6,142.7,170.2,89.9,73.1,14.9,8.1,391,12,18.9,22.8,35.5,53.6,23.8,25.8,22.6,14.9,178.3,113.9,103.4
2011 Mar,200.4,162,189.6,96.8,77.7,12.8,6.2,416.5,14.2,19.6,24.3,31.4,68.9,23.8,29.7,25.5,17.3,214.6,120.8,110.8
2011 Apr,196.2,126.2,185.1,85.3,71.5,9.8,4.4,349.4,13.8,19.2,21.7,28.3,66,20.4,27.9,27.4,17.5,200.3,126.2,111.5
2011 May,185.9,128.1,179.7,86.5,74.8,10.3,5.6,356,14.6,19.4,22.6,25.1,66.9,21.1,27.5,28.9,17.2,231.4,134.9,106.5
2011 Jun,183.2,130.3,180.9,79.4,66,9.9,4.8,334.8,14.3,18.1,25.1,21.7,60.8,24.1,25.3,24.6,16.6,220.4,154,99.2
2011 Jul,188.5,141.3,179.5,86.8,77.5,11.9,5.7,370.6,12,12.4,23.9,21.8,56.9,22.2,25,28.8,22.7,243.7,152.6,106.2
2011 Aug,192.4,145.9,199.9,83,80.4,11.1,6.9,375,11.8,13.4,21.9,22.7,58.8,25.7,25.3,33.4,22,248.9,149.6,114.9
2011 Sep,188.5,135.2,184.9,78.6,72.4,10.4,4.8,345.6,11.6,12.7,22.3,21.3,59.2,25.8,25.8,34.3,22.3,238.6,154.8,119.1
2011 Oct,197.6,128.8,169,79.3,68.5,11,4.5,340.6,11.5,14.2,23.6,23.3,65.2,21.4,26.6,37.6,21,256.4,162.2,150.4
2011 Nov,201.4,125.5,169.6,86.2,70.2,11.6,5,351.1,11.2,12.2,25,24.8,66.6,27.2,24.5,38.9,22,261.6,179.7,139.4
2011 Dec,257.2,164.1,200.4,135.4,91.2,12.3,6.7,489.7,13.4,14.6,27,40.6,90.4,27.4,28.4,48.4,36,267.8,179.7,147.7
2012 Jan,188.1,114.3,141.2,79.4,94.7,9.9,3.8,365.1,11.4,12.2,24.4,40.3,49.7,17.6,26.9,32.1,20.2,235,138.3,126.2
2012 Feb,200.1,132.3,145.9,84.8,85.7,12.6,7.2,374.5,11.9,12.4,19,28.2,50.6,20.6,28.2,34.6,21.1,234.7,141.8,114.6
2012 Mar,199.7,142.5,155.3,87.2,89.3,11.8,5.3,390.3,13.2,12.3,20.6,30.4,61.6,19.5,34.3,40.3,22,275.3,146.3,123
2012 Apr,214.5,109.5,143.3,81.7,79.8,8.7,4,325.6,13.5,12.1,16.6,23.2,54,19.7,30.5,42,23.2,278.7,129.3,121.9
2012 May,216.2,119,143.2,90.1,89.2,8.7,4.6,359,15,12.3,16.7,26.7,59.9,22.3,35.2,40.1,24.1,313.4,151.3,121.4
2012 Jun,208.6,110.7,143.9,78,81.7,9.2,4.4,327.6,14.9,12.9,18.3,25.8,57.4,22.4,37,37.7,23.5,290.8,159.3,117
2012 Jul,204.5,116.8,133,78.9,81.6,10.2,5,339.5,11.7,15.9,19.3,28.5,53.5,22.5,31.8,35.5,21.9,316.8,146.1,122.3
2012 Aug,213.9,118.8,137.2,86.5,84,9.9,6.9,353.9,12.4,16.5,17.3,29.8,53.8,21.3,36.4,36.6,21.7,321.1,149.9,128.1
