Student ID,Group 01,Group 02,Group 03,Group 04,Group 05,Group 06,Group 07,Group 08,Group 09,Group 10,Group 11,Group 12,Group 13,Group 14,Group 15,Group 16,Group 17,Group 18,Group 19,Group 20
2012 Sep,211.7,110.8,133.7,81.4,81.4,8.5,5,331.9,11.8,16,20.7,29.2,52.5,20.3,38.2,36.6,20.9,314.1,165.6,147.6
2012 Oct,230.6,111.7,142.4,83.1,81.6,9.2,4.7,341.8,12.1,13.6,20.4,30,53.9,20.6,33.7,31.6,27.4,317.6,151.4,178.6
2012 Nov,219.5,114.1,141.6,92.9,83.6,9.6,5.2,359.7,13.1,13.1,22.6,32.3,55.6,21.3,37.2,31.6,29.1,305.1,155.9,168
2012 Dec,276.2,130.7,162.6,125.8,97.8,10.5,6.9,438.5,13.1,14,25.1,36.9,75.2,24.6,39.3,36.1,50.5,299.5,155.5,188
2013 Jan,234.5,108.2,134.4,77.2,84,9.7,4.8,337.7,10.3,12.9,25.3,29.5,40.9,18.3,33.5,25.9,29.2,260.4,152.1,159.9
2013 Feb,226.2,117.7,123.1,81.5,74.5,11.7,7.7,346.1,10.9,12.8,18.5,28.7,32.6,20.1,38.4,24,28.4,261.4,131,135.5
2013 Mar,233.4,113.9,140.2,81.7,72.4,10.2,5.8,340.2,11.8,13.6,18.6,29.2,39.7,18.7,49.1,24.8,28.1,296.7,142.1,150.9
2013 Apr,234.4,96.7,147.6,55,72.9,8.2,4.2,287.8,11.8,16.2,19.1,29.3,40.9,12.1,40.5,18.6,32.1,282.9,126.9,162.7
2013 May,243,93,151.5,66.2,70.6,9.9,4.2,298.5,12.7,15.2,18.2,30.7,42.8,12.7,38.8,21.9,33.3,302.2,148.6,159
2013 Jun,228.7,77.1,146.5,57.7,71.1,8.4,4.3,267.2,11.8,15.1,19.6,27.8,41.9,13.3,40.3,19.6,30.2,284.2,154.1,153.1
2013 Jul,235.9,83.7,154.9,56.7,73.5,9.9,5.4,281.7,12.3,15.4,17.2,27.9,43.2,16.4,42.7,17.5,34,305,155.3,147.3
2013 Aug,247.8,92.4,166.6,61.2,74.2,9.7,6.3,302.5,12.6,14.9,16.2,32.5,40.7,16.1,40.3,18,32.5,308.7,162.5,154
2013 Sep,240.2,87.7,161.9,51.1,68,8.8,4.4,272.2,11.8,16.1,17.5,29.1,42,15.6,39.7,18,30,287.1,159.3,161.2
2013 Oct,244.5,92.5,179.4,57.5,68.4,10.1,4,286.4,13.9,14.7,18.2,33.2,49.2,22.2,44.2,22.1,25.2,304.3,169.4,189.9
2013 Nov,232.2,105,183.7,65.7,70.9,11.1,4.8,314,15.1,14.1,18.8,36.1,50.3,21.2,39.6,25.3,29.2,306.5,169.5,186.2
2013 Dec,270.9,131.8,246.2,90.4,91.9,13.9,6.7,399.2,16.5,15.4,22.6,42.4,72.2,25.9,38.4,28.3,45.9,323.1,175.4,195.2
2014 Jan,235.3,100.3,170.5,73.2,75.1,10.6,4.8,314.9,12.7,13.9,16.8,34.7,50.3,20.2,30.7,20.2,29.4,279.5,170.3,159.4
2014 Feb,213.3,109.7,167.6,65.7,65.5,11.2,7,311,12.5,12.6,14.3,34.1,39.4,18,34.4,19.7,24.7,265.3,142.8,148.8
2014 Mar,227.3,118.8,183.7,65.7,70.9,8.9,5.8,325.2,13.6,13.8,16.4,34.4,50.8,20.4,39.3,21.7,28.3,293.7,150.9,160.9
2014 Apr,208,97.2,192.9,57.6,58.2,8.4,4.3,272.5,13.8,12.6,15.2,31.5,51.4,22.1,35.9,21.2,23.8,295,129.4,158.8
2014 May,218.3,98,175.3,65.5,64.5,8.4,4.7,291.3,14.8,13.2,16.4,33.7,52,23.7,36.5,23.1,23.9,311.6,151.9,159.8
2014 Jun,213.3,90,177.6,54.8,59.7,7.7,4,264.6,15,12.7,15.6,33.5,50.8,24.7,34.5,23.2,21.9,294.8,161.1,152.3
2014 Jul,209.1,100.7,189.7,61.1,68.9,6.5,5.3,296,16.6,11.4,16,36.9,63,25.4,35.9,22.5,24.4,306,164.4,153
2014 Aug,212.9,110.8,193.8,65.8,79.5,6.1,5.8,325.4,16.4,11.8,15.8,39.7,63.2,23.7,35.1,23.2,23,308.8,161.6,171.5
2014 Sep,211.2,98.4,190.2,59.2,67.3,5.4,4.6,283.6,15.6,12.7,16.3,32.6,65.2,23.5,38.3,22.3,22.2,291.3,153.1,178.9
2014 Oct,243.1,98.3,181.4,56.9,73.4,6.2,4,288.7,15.4,11.4,17.2,32.5,79.2,26.4,35.5,25.6,22,292.8,155,201.7
2014 Nov,243.5,105.3,187.1,61.6,70.4,6.3,4.5,299.8,16.4,11.5,18.8,32.4,77.2,28.1,38.2,25.1,23.9,289.1,153.7,203
2014 Dec,300.7,125.8,231.6,79.3,85.8,9.2,7.3,375.7,15.3,13.5,22.8,44.3,113.5,30.2,42.3,29.6,36.7,295.9,168.7,214.6
2015 Jan,219.2,95.9,165.9,44.6,72.3,7.6,4.9,275,11.4,12.9,16.3,35.2,60.8,24,33,25.4,25,277.8,155.9,179.3
2015 Feb,211.9,106,167.4,45.5,65,10,7.9,279,11.6,12.3,14.3,29.3,50.8,23.1,36.8,24.1,22.2,275,135.7,155.4
2015 Mar,213,111.6,182,52,69.6,9.5,6.2,298.4,12.4,13.9,15.2,31.7,63.1,27.1,42.3,26.9,25.3,295,140.8,168.8
2015 Apr,208.5,99,185.3,41,63.2,8.6,4.9,256.2,12.5,13.4,14.9,27.1,69.1,23.2,35.3,24.5,24.3,280.7,128.9,165
2015 May,201.2,100.8,176.5,41.7,67.2,9.3,5.5,264.1,12.6,13.2,17.5,27.5,68,26.5,38.4,28.7,24.5,297.1,146.4,166.8
2015 Jun,201.4,86,173,38.9,61.7,8.8,4.8,237.5,12.2,13.3,17.3,26.6,62.8,26.7,38,29.9,23.6,279.3,160.3,169.7
2015 Jul,212.2,91.5,189.2,41.9,63,10.9,7.1,258.6,12.6,11.3,16.9,30.2,64.5,27.6,37.3,32.4,24.7,293.4,169.2,162.6
2015 Aug,210.8,96,199.7,43.9,63.1,9.6,8.2,271,13.3,10.3,17.4,37.2,57.5,26.1,37.6,32.1,22.8,291.6,162.5,174.1
2015 Sep,216.3,89.1,194.5,41.6,61,9.3,6.3,259.5,13.7,9.5,18.5,38.7,59.9,26.1,39.4,33.6,23.6,289.2,155.8,188.5
2015 Oct,230.5,94.8,187.6,46.6,61.2,9.5,5.9,275.5,14,10,18.8,43.4,65.1,26.9,41.5,35.3,24.9,286.3,166.6,210.8
2015 Nov,226.5,97.2,193.5,50.2,60.9,9.8,6.6,286.6,15.3,9.4,24.9,46.5,63.4,29.5,44.2,36,25.7,279.1,164.5,202.3
2015 Dec,282.5,118.1,249.5,72.4,76.7,13.5,9.5,372,16.8,9.6,34.1,62,96.1,34.7,49,40.4,39.4,282.9,185.1,212.6
2016 Jan,223,86.1,177.3,42.7,63.5,12,5.4,266.1,13.8,9.9,28.9,44.3,61.6,23.6,38.6,33.4,27.8,256,164.9,184.6
2016 Feb,213.9,92.4,185.9,43.2,52.2,15.1,7.5,265,13.7,9.2,24.1,41.4,52.2,23.6,43.8,33.6,22.8,247.3,135.8,167.3
2016 Mar,219.7,96.5,201.8,47.6,53.9,13.3,6.2,274.3,14.5,8.8,23.4,42,59.8,24.5,45.6,35.2,24.7,276.8,141.7,180.2
2016 Apr,219.8,83.1,190.7,45.9,47.7,10.5,5.2,240.3,14.5,9,24.5,35.7,68.1,25.2,41.2,34.3,27.3,282.4,139.7,180.9
2016 May,218.9,85,195.3,47.1,45.8,12.1,5.4,245.5,15.7,9.3,23.4,38.4,66.1,24.1,40.4,33.8,23.4,276.3,142.4,173.9
2016 Jun,207.1,74.4,192.6,43.3,49.2,10.9,4.8,232.3,15.5,9.6,23.7,38.5,67.3,26.5,36.9,32.4,23.1,265.3,156.5,175.6
2016 Jul,199,84.6,195.5,44.9,53.6,14.1,5.8,256.1,16.3,9.9,25.1,40.8,68.6,28.2,41.6,36.1,23.6,275.7,150.5,170.2
2016 Aug,204.9,89.5,198.3,49.1,56.6,14.6,6.6,270.9,15,9.9,21.7,41.7,59.7,27.8,44.5,36.9,22.2,284.2,143.9,178.2
2016 Sep,212.4,83,192.6,45.7,52.5,11.4,4.9,248.4,15,9.4,22.4,40,60.1,25.8,43.9,36.5,22.8,281.5,149,205.9
2016 Oct,233.1,84.5,190,46.8,53.7,11.4,5,253,15.2,10.7,26.8,40.8,61.7,29.9,41.9,34.5,20.9,290.2,160,232.1
2016 Nov,236.5,94.8,194.6,52.1,55.8,11.1,5.5,275.3,17,11.3,26.2,44.5,64.6,32.4,41.6,34.3,24.8,282.9,153.2,226.5
2016 Dec,293.6,128.2,235.8,81.8,70.7,16,8.7,379.1,19.7,11.2,33.7,57.5,101.2,33,42.5,40,39,301.5,182.9,222.6
2017 Jan,233.7,88,181.9,48.7,60.2,11.9,5.2,270.4,15.5,12,25.9,45.8,60.5,25.7,35.1,28,25.4,271.3,146.2,181.1
2017 Feb,221.2,90.2,181.9,50.3,51.4,12.9,6.6,261.3,16,11.1,20.9,39.1,49.6,26.6,39.8,28.4,18.8,261.6,125.4,160.1
2017 Mar,236.5,95.2,195.9,54.2,56.7,12.8,5.7,277.6,16.7,11.4,22.3,40.5,61,26.5,44.6,32.8,20.4,297.8,133.5,174.6
2017 Apr,239.4,80.9,195.2,46.3,52.1,10.3,4.9,239.8,17.6,12.6,22.8,34.3,67,24,41,27.7,21.9,282.6,124.7,176.2
2017 May,237.8,89.1,187.4,45.1,50.8,11.8,6,252,18.8,11.5,24.9,37.5,70.9,27.3,41,31.5,23.2,298.2,139.4,170.8
2017 Jun,226.5,79.3,184.5,42.2,50.2,11.6,4.3,234.6,18.5,10.5,25.3,36,66.6,29.4,39.4,32.3,21.3,286.9,146.7,169.4
2017 Jul,226.2,87.8,199.8,45,53.2,10.9,6.5,251.3,19.4,10.5,27.2,36.1,68.7,26,42.5,30.3,20.4,304.9,139.7,166.3
2017 Aug,233.3,92.1,202,47.3,56,9.9,6.5,265.4,19.9,9.6,24.9,41.5,61.3,25.3,43,31.3,18.4,300.5,137.2,179.9
2017 Sep,229.8,85.3,196.5,43.9,53.1,9.6,5.8,245.1,19.8,9.8,25.5,36.1,64.8,26.1,44.3,31.1,19.6,299.7,130.1,193.1
2017 Oct,226.6,84,208.3,45.9,49.1,9.5,5.2,243.9,20.1,10.7,28.1,39.5,65.3,26.3,41.7,28.2,18.8,296.3,125.8,206.5
2017 Nov,239.7,94.7,203.2,49.7,50.7,9.1,5.9,265,21.2,11.9,29.3,43.3,71.7,28.3,40.9,29.8,21.2,293.9,130.1,213.5
2017 Dec,311,116.3,249.5,75.8,65.5,12.9,8.9,349.8,24.6,14.1,32.7,54,105.4,30.3,39.6,31.7,30.7,322.1,146.7,209
2018 Jan,245.2,83.4,192.9,47.6,51.9,11.6,4.8,256.6,19.3,11.4,28.9,45.2,62,24.5,33.8,26.2,20.2,282.9,121.7,174.2
2018 Feb,219.3,81.5,200.9,42.8,45.2,11.2,5.5,235.1,18.1,11.7,24.7,37,48.1,24,37.2,27,17.7,271.6,105,158.2
2018 Mar,254.8,86.6,223,43.7,44.2,12.1,5.7,243.8,18.9,14,25.3,39.2,60.2,24.7,44.3,28.5,19.6,292.7,122,168.6
2018 Apr,241.8,77.7,197.5,40.8,43.9,10.2,4.4,223.5,18.8,12,24.6,35.7,58.1,24.4,40.6,23.4,19.9,278.4,107.8,156.1
2018 May,252.5,81.4,198,40.6,45.1,10.6,4.2,231.3,18.9,12.4,25.7,38.5,63.5,27.1,40.9,27,21.4,289.9,116.1,158.1
2018 Jun,242.2,77.6,192.7,39.1,41.3,10.4,4.1,221.3,19.4,12.8,28.5,38.3,64.6,29.4,40.7,26.3,20.4,276.4,127.5,150.6
2018 Jul,250,78.5,203.9,37.3,46.5,8.8,5.3,224.3,17.5,11.4,27,35.4,58.6,27.7,43.8,27.7,18.6,285.3,126.9,145.6
2018 Aug,256.7,92.6,213.4,39.3,55.8,8.6,5.4,252.7,16.9,11.4,25.9,38.3,54,27.3,41.7,28.8,18.3,291.4,125.6,152
2018 Sep,252,80.7,214.2,38.9,49.1,8.1,5.2,230.6,18.1,11.3,26.7,37.2,56.2,24.8,41.4,27,18.1,287.8,120.7,165
2018 Oct,261.9,74.2,215.6,39.8,50.2,7.9,4.1,225.2,19.3,10.3,28.7,36.6,63.5,29.1,41.7,29.7,20.2,306.9,129.9,181.4
2018 Nov,262,82.5,206.2,41.7,56,8.5,5,244.2,20.5,11.1,31,38.6,67.9,27.6,44,31.7,21.4,306,125,188.9
2018 Dec,337.6,108.9,257.7,60.1,68.6,10.6,8,325.8,23.2,14.2,34.9,53.6,99.3,31.3,40.9,34.3,29.5,322.1,143.6,195.5
2019 Jan,263.6,77.8,188.1,43.6,58.9,10.1,4.1,246.4,17.1,10.1,26.2,41.3,57.1,22.9,36.7,26.1,20.7,282.5,123.6,163.5
2019 Feb,245.3,74.1,198.4,39,49,9.7,4,218.4,17.3,10.6,23.9,33.2,44.5,22.7,40,24.9,17,275.4,103.6,148.8
2019 Mar,264.3,76.6,226.2,42.7,51.6,8.9,3.7,225,19,11.5,24.6,30.4,56.8,23.3,45.5,28.4,20.1,302.8,115.8,161.9
2019 Apr,277.3,65.8,230.4,37.3,47.7,8.7,2.8,200,19.2,11.3,24.4,28.5,60.3,20.9,44.4,27.5,19.7,288,106.1,153.3
2019 May,259.5,72.7,219.4,37.9,52.3,9.1,2.9,214.5,20.2,11.1,24.8,29.7,66.1,23.5,44.5,29.7,20,289.8,118.3,150.9
2019 Jun,239.9,70.8,203.3,38.4,51.2,8.6,3,209,20.3,10.1,26.8,28.5,62.3,26,38.8,27.3,18.8,289.3,125.5,151.2
2019 Jul,233.3,76,212.9,36.9,55.5,10,4.4,224.1,20.4,8.5,26.5,31.2,58.8,25.7,41.6,31.4,19.5,314.9,127.2,152.8
2019 Aug,239.9,74.2,214.5,36.4,55.5,9.3,3.6,220.4,21.3,9.7,27.2,31.4,53,23.9,44.2,32.1,18.5,300.8,125.9,160.2
2019 Sep,231.4,66.8,219.3,37.1,52.3,9.6,3.8,208.9,20.2,9.4,26.5,30.3,54.2,23.4,43.8,30.7,17.3,308.2,116.9,174.3
2019 Oct,250.6,59.8,225.2,37.3,54.9,10.4,3.5,204.7,22.4,9.7,30.9,30.5,60,26.2,45,33.6,19.4,315.1,134.5,187.5
2019 Nov,252.7,64.4,218.7,39.3,55.5,11.6,4,218.7,23.9,10.8,31.9,33.8,63.1,25.9,44.3,33.5,21.2,301.7,132.1,189.5
2019 Dec,321.6,87.3,259.4,51.8,68.7,15.7,5.7,287.3,26.7,13.1,35,43.9,90.7,29.3,41.4,38,33.4,334.8,145.8,197.3
2020 Jan,243.3,64,195.6,37,60.2,11.4,2.9,215,19,8.4,27.1,30.3,54.1,23.2,32.6,29.2,21.3,288.7,120.1,169.2
2020 Feb,225.2,61.3,201.4,35.4,53.9,10.6,2.8,199.2,19.2,8.9,27.2,27.4,44.6,22.6,37.6,27.7,17.7,283.7,109.4,161.5
2020 Mar,280.7,57.3,276.1,31.6,54,11.6,2.9,190.6,24.8,11.4,27.4,25.6,38.3,21.8,29.8,37.1,15.6,237.5,110.4,187.2
2020 Apr,246,45.2,224.3,21.7,47.3,9.3,2.4,152.5,14.8,10.4,26.1,20.5,14.3,18.1,12.6,25.6,4.5,145.7,100.5,196.9
2020 May,258.2,56.5,239.9,25,55.2,11.4,2.9,184.4,16.8,11.1,33.9,25.3,44.4,28.5,14.9,31.7,13.3,202.7,153.4,211.9
2020 Jun,250.3,50.2,237.3,27.2,54.7,10.1,2.9,180.4,17.1,10.1,35.3,25.6,65.1,30,25.9,29.4,21.9,271.5,166.7,192.4
2020 Jul,266.8,56.8,239.6,26,54.7,11.6,3,188.4,19.5,11.3,38,28.1,73.8,31.2,31.7,33.8,22.6,311,178.6,193.3
2020 Aug,270.6,52.4,240.6,20.7,52.5,10.9,2.9,176.5,20.2,11.4,37.4,28.7,61.7,30.4,32.4,31.9,19.9,314.2,175.4,192.5
2020 Sep,266.9,55.9,237.1,24.5,55.8,11.5,3.1,190.3,19.9,10.5,36.1,31.2,62.8,31.4,32,33,19.6,313.5,166.2,201.7
2020 Oct,273.8,55.4,252.9,28.7,53.5,11.7,3,194,21.2,9.9,39.9,32.7,70,30.1,33.7,34.1,21.4,329.1,173.9,228.6
2020 Nov,283.4,58.3,253.8,40.5,55.3,13.3,3.7,213.2,21.9,9.7,39,33.8,67.1,32.6,36.3,33.5,24.8,319.1,176.7,212.9
2020 Dec,347.4,71.8,303.1,56,75.2,16.9,6.1,286.1,27,11,41.8,48.7,111.4,38.2,37.2,40.4,36.9,337.1,191.3,235.9
2021 Jan,282.6,51.9,230.8,39,58.6,12,3.4,204.7,19.1,8.5,37.5,31.9,67.2,27.3,32.9,28.9,22.3,288.9,160.4,201.6
2021 Feb,263.2,53.4,234.6,31.8,51.8,10.1,2.8,187.1,19.6,8.5,34.2,29.6,57.3,28.8,38,29.2,18.7,263.2,137.9,174
2021 Mar,285.3,56,269,37.1,53.8,10.7,2.9,202.7,22,9.2,33.9,33.5,72.6,32.3,42.1,32.9,22.8,336.5,164.3,195.4
2021 Apr,299.2,57,240.3,37.7,51.5,10.8,2.9,197.7,20.5,8.7,33.2,29.4,79.3,28.7,40.6,31.6,24.3,301.9,153.2,189.4
2021 May,296,62.1,235.2,35.9,52.7,11,2.8,201.5,21.1,8.7,32.7,28.7,78.8,32.9,43.5,30.5,23.8,324.1,172.9,187.1
2021 Jun,299,50.8,232.7,31.9,48.9,11.1,2.6,182.4,21.4,8.3,36.6,29.3,78.4,35.3,41.3,30.1,22.6,309.5,175.7,184.3
2021 Jul,283.1,34.6,237.4,29.7,51,10.6,2.8,166.5,22.7,9.5,38.4,29.8,66.7,33.6,42.6,34.1,25,319.5,182.6,190.6
2021 Aug,299.5,37.7,232.7,23.2,50,9.2,1.5,161,18.7,7.7,21.6,30.6,69.3,34.2,25,33.8,22.5,354.4,186.4,201.7
2021 Sep,308.7,39.8,234.5,23.2,50.7,9.6,1,162,16.5,7.2,16.9,28.9,75.9,32.3,15,33.3,24.1,363.4,179.3,221.7
2021 Oct,313.7,46,239,30.2,47.5,9.2,1.2,168,18.8,10.8,30.3,24.5,77.8,30.6,26.9,32,24.8,393.3,182.2,239.6
2021 Nov,314,50.1,221.2,42.8,53.7,10.2,3,196.7,23.5,10.8,44.4,26.6,88.7,34.8,45.5,32,29.4,391.3,195.1,243.1
2021 Dec,377.1,69.9,280.7,61.8,71.7,13.6,4.3,270.8,27.4,13.1,42.1,33.9,113.7,37.6,45.8,39,41,400.8,203.1,255.8
2022 Jan,308.6,43.1,213.5,44,51.2,8.9,2.5,181.7,19.9,9.3,35.5,21.8,60.1,27.7,37.5,27,22.9,350.5,160.5,219.7
2022 Feb,276.3,41.6,207,37.9,50.2,7.7,2.7,171.6,18.8,10.8,32.3,22.3,60.7,25.6,45.6,26,20.1,339.1,141.9,190.6
2022 Mar,298.3,40.3,224.1,37.6,51.5,7.7,2.4,173.4,20.9,11.4,36.3,23.3,74.3,30.3,53.1,28.7,23.2,366.1,169.8,219.9
2022 Apr,307,38.9,225.5,40.3,51.6,6.9,2.3,173.9,22.2,11.9,34.4,22,85.6,28.6,49.6,27.8,24.9,364.5,148.9,215.8
2022 May,301.5,43.2,215.7,42.6,55.7,7.3,2,187.6,24.3,11,36.8,26,90.1,33.1,53.4,31.7,25,373.1,172.2,208.7
2022 Jun,288.7,43.2,215.5,42.9,45.5,6.6,1.6,171.9,24.5,10.2,37.5,22.8,87.1,35.5,49.8,30.3,23.9,375.7,177.8,195.9
2022 Jul,304,39.3,227.2,38.8,45.8,5.4,1.6,163,27.9,10.7,38.9,21.2,89,30.1,55.1,30.8,23.7,399.8,178.6,208.1
2022 Aug,323.7,39,224,39.3,49.6,4.8,1.6,168.1,26.2,11,38.9,22.5,84.6,32.6,58.9,31,22.1,418.8,184.3,224.1
2022 Sep,323.9,39.2,223.8,36.5,51.7,5.2,1.7,167.6,25.5,10.9,37.5,22.5,86.7,30.7,59.9,29.9,22.7,419,170.4,241.6
2022 Oct,323.7,41.8,222.7,44.4,52.6,5.4,2,180.5,25.8,12.9,38.3,23.3,96.6,30.4,57.1,27.7,23.7,430,188.1,262.1
2022 Nov,342.8,44,234,49.7,54.7,5.2,2,191.3,27.5,12.3,41.9,22.6,106.6,36.7,63.8,30,29.9,437.6,213.6,257.2